"","X","Year","Player","Pos","Age","Tm","G","GS","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PPG","APG","RPG","BPG","SPG","MPG","TOPG","PFPG","Salary.in.."
"130",24257,2017,"Cristiano Felicio","C",24,"CHI",66,0,1040,15.2,0.601,0,0.419,12.8,19.5,16.1,5.7,1.2,1.2,11.2,12.4,2.1,1.3,3.4,0.157,-0.6,0.5,-0.1,0.5,128,222,0.577,0,0,0,128,222,0.577,0.577,60,93,0.645,124,187,311,40,25,16,33,110,316,4.78787878787879,0.606060606060606,4.71212121212121,0.242424242424242,0.378787878787879,15.7575757575758,0.5,1.66666666666667,874636
"131",24258,2017,"Raymond Felton","PG",32,"LAC",80,11,1700,10.9,0.496,0.28,0.125,2.2,11.8,7.1,16.3,2,1.1,13.3,16.5,0.2,1.8,2,0.055,-1.8,0.9,-0.9,0.5,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,184,217,191,67,22,83,125,538,6.725,2.3875,2.7125,0.275,0.8375,21.25,1.0375,1.5625,1551659
"132",24260,2017,"Yogi Ferrell","PG",23,"BRK",10,0,151,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1,20,19.9,-0.2,0,-0.2,-0.05,-4,-3.3,-7.3,-0.2,18,49,0.367,8,27,0.296,10,22,0.455,0.449,10,16,0.625,4,8,12,17,2,2,14,11,54,5.4,1.7,1.2,0.2,0.2,15.1,1.4,1.1,202300
"133",24261,2017,"Yogi Ferrell","PG",23,"DAL",36,29,1046,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2,0.6,12.9,19.5,1,0.9,2,0.09,0.5,-0.3,0.2,0.6,142,345,0.412,60,149,0.403,82,196,0.418,0.499,64,73,0.877,16,83,99,155,40,7,56,79,408,11.3333333333333,4.30555555555556,2.75,0.194444444444444,1.11111111111111,29.0555555555556,1.55555555555556,2.19444444444444,239767
"134",24262,2017,"Dorian Finney-Smith","PF",23,"DAL",81,35,1642,7.7,0.486,0.574,0.183,3.7,12.3,7.8,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.5,0.2,124,333,0.372,56,191,0.293,68,142,0.479,0.456,46,61,0.754,55,166,221,67,52,25,45,125,350,4.32098765432099,0.827160493827161,2.7283950617284,0.308641975308642,0.641975308641975,20.2716049382716,0.555555555555556,1.54320987654321,543471
"135",24263,2017,"Bryn Forbes","SG",23,"SAS",36,0,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.2,-2.8,-6,-0.3,36,99,0.364,17,53,0.321,19,46,0.413,0.449,5,6,0.833,2,21,23,23,1,0,11,20,94,2.61111111111111,0.638888888888889,0.638888888888889,0,0.0277777777777778,7.91666666666667,0.305555555555556,0.555555555555556,543471
"136",24264,2017,"Evan Fournier","SG",24,"ORL",68,66,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,2.8,0.059,0.8,-2.2,-1.3,0.4,408,930,0.439,128,360,0.356,280,570,0.491,0.508,223,277,0.805,44,165,209,202,66,4,141,180,1167,17.1617647058824,2.97058823529412,3.07352941176471,0.0588235294117647,0.970588235294118,32.8529411764706,2.07352941176471,2.64705882352941,1.7e+07
"137",24265,2017,"Randy Foye","SG",33,"BRK",69,40,1284,7.3,0.506,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,-0.6,0.7,0.2,0.006,-3,-1,-3.9,-0.6,118,325,0.363,67,203,0.33,51,122,0.418,0.466,54,63,0.857,9,146,155,135,35,9,80,99,357,5.17391304347826,1.95652173913043,2.2463768115942,0.130434782608696,0.507246376811594,18.6086956521739,1.15942028985507,1.43478260869565,2500000
"138",24266,2017,"Tim Frazier","PG",26,"NOP",65,35,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-1.5,-0.7,-2.2,-0.1,163,404,0.403,40,128,0.313,123,276,0.446,0.453,98,129,0.76,34,139,173,335,56,6,101,133,464,7.13846153846154,5.15384615384615,2.66153846153846,0.0923076923076923,0.861538461538462,23.4615384615385,1.55384615384615,2.04615384615385,2090000
"139",24267,2017,"Channing Frye","C",33,"CLE",74,15,1398,15.6,0.612,0.644,0.142,3,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,3.7,0.125,0.8,-1.5,-0.6,0.5,238,520,0.458,137,335,0.409,101,185,0.546,0.589,63,74,0.851,37,253,290,45,33,37,53,138,676,9.13513513513514,0.608108108108108,3.91891891891892,0.5,0.445945945945946,18.8918918918919,0.716216216216216,1.86486486486486,7806971
"140",24268,2017,"Danilo Gallinari","SF",28,"DEN",63,63,2134,17.4,0.622,0.432,0.516,2,14.7,8.4,9.1,0.9,0.5,8.1,19.9,6.2,0.7,6.9,0.154,2.9,-2.1,0.8,1.5,335,750,0.447,126,324,0.389,209,426,0.491,0.531,349,387,0.902,39,287,326,135,40,15,81,93,1145,18.1746031746032,2.14285714285714,5.17460317460317,0.238095238095238,0.634920634920635,33.8730158730159,1.28571428571429,1.47619047619048,15050000
"141",24271,2017,"Langston Galloway","PG",25,"SAC",19,2,375,8,0.522,0.385,0.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,0,0.1,0.1,0.007,-2.5,-2.4,-5,-0.3,42,104,0.404,19,40,0.475,23,64,0.359,0.495,11,12,0.917,7,28,35,28,6,1,18,20,114,6,1.47368421052632,1.84210526315789,0.0526315789473684,0.315789473684211,19.7368421052632,0.947368421052632,1.05263157894737,5200000
"142",24273,2017,"Marc Gasol","C",32,"MEM",74,74,2531,20.2,0.554,0.231,0.286,2.6,18.7,10.4,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,2.1,2.2,4.2,4,532,1160,0.459,104,268,0.388,428,892,0.48,0.503,278,332,0.837,60,402,462,338,67,99,166,171,1446,19.5405405405405,4.56756756756757,6.24324324324324,1.33783783783784,0.905405405405405,34.2027027027027,2.24324324324324,2.31081081081081,21165675
"143",24274,2017,"Pau Gasol","C",36,"SAS",64,39,1627,20.2,0.578,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.189,0.9,2.8,3.7,2.4,303,604,0.502,56,104,0.538,247,500,0.494,0.548,130,184,0.707,107,394,501,150,24,70,81,110,792,12.375,2.34375,7.828125,1.09375,0.375,25.421875,1.265625,1.71875,15500000
"144",24275,2017,"Rudy Gay","SF",30,"SAC",30,30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,13.9,2.2,2.3,12.8,25.8,0.8,1,1.8,0.086,0.3,0.4,0.7,0.7,201,442,0.455,42,113,0.372,159,329,0.483,0.502,118,138,0.855,35,155,190,82,44,26,74,79,562,18.7333333333333,2.73333333333333,6.33333333333333,0.866666666666667,1.46666666666667,33.7666666666667,2.46666666666667,2.63333333333333,13333333
"145",24276,2017,"Michael Gbinije","SG",24,"DET",9,0,32,-2.1,0.184,0.4,0.2,6.6,3.5,5.1,7.9,0,0,0,15,-0.1,0,-0.1,-0.136,-7.7,-2.8,-10.4,-0.1,1,10,0.1,0,4,0,1,6,0.167,0.1,2,2,1,2,1,3,2,0,0,0,2,4,0.444444444444444,0.222222222222222,0.333333333333333,0,0,3.55555555555556,0,0.222222222222222,650000
"146",24277,2017,"Alonzo Gee","SF",29,"DEN",13,0,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1,-4.6,-0.1,3,14,0.214,0,3,0,3,11,0.273,0.214,5,9,0.556,4,11,15,6,5,1,4,14,11,0.846153846153846,0.461538461538462,1.15384615384615,0.0769230769230769,0.384615384615385,6.84615384615385,0.307692307692308,1.07692307692308,495227
"147",24278,2017,"Paul George","SF",26,"IND",75,75,2689,20.2,0.586,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.6,28.9,4,3.1,7.1,0.127,3.1,-0.3,2.8,3.2,622,1349,0.461,195,496,0.393,427,853,0.501,0.533,336,374,0.898,58,434,492,251,117,27,218,206,1775,23.6666666666667,3.34666666666667,6.56,0.36,1.56,35.8533333333333,2.90666666666667,2.74666666666667,18314532
"148",24279,2017,"Marcus Georges-Hunt","SG",22,"ORL",5,0,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-3.4,-1.3,-4.7,0,2,7,0.286,1,2,0.5,1,5,0.2,0.357,9,10,0.9,1,8,9,3,1,0,2,5,14,2.8,0.6,1.8,0,0.2,9.6,0.4,1,31969
"149",24280,2017,"Jonathan Gibson","PG",29,"DAL",17,0,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.3,-2.2,-5.5,-0.2,35,95,0.368,15,45,0.333,20,50,0.4,0.447,21,29,0.724,1,21,22,26,8,0,21,21,106,6.23529411764706,1.52941176470588,1.29411764705882,0,0.470588235294118,13.5882352941176,1.23529411764706,1.23529411764706,680937
"150",24283,2017,"Taj Gibson","PF",31,"OKC",23,16,487,13.8,0.528,0.006,0.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.8,0.076,-3.9,-0.7,-4.6,-0.3,89,179,0.497,1,1,1,88,178,0.494,0.5,28,39,0.718,38,65,103,13,14,15,28,40,207,9,0.565217391304348,4.47826086956522,0.652173913043478,0.608695652173913,21.1739130434783,1.21739130434783,1.73913043478261,8950000
"151",24284,2017,"Manu Ginobili","SG",39,"SAS",69,0,1291,13.9,0.532,0.517,0.244,2.5,11.1,6.9,20.8,3.2,1,16.5,20.4,0.6,2.4,3,0.11,0.5,1.4,1.9,1.3,171,439,0.39,89,227,0.392,82,212,0.387,0.491,86,107,0.804,28,129,157,183,82,16,96,119,517,7.49275362318841,2.65217391304348,2.27536231884058,0.231884057971014,1.18840579710145,18.7101449275362,1.39130434782609,1.72463768115942,1.4e+07
"152",24285,2017,"Rudy Gobert","C",24,"UTA",81,81,2744,23.3,0.682,0.002,0.763,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,8.3,6,14.3,0.25,1.4,4.5,5.8,5.4,413,624,0.662,0,1,0,413,623,0.663,0.662,311,476,0.653,314,721,1035,97,49,214,148,246,1137,14.037037037037,1.19753086419753,12.7777777777778,2.64197530864198,0.604938271604938,33.8765432098765,1.82716049382716,3.03703703703704,2121288
"153",24287,2017,"Archie Goodwin","SG",22,"NOP",3,0,30,19.7,0.798,0.4,2,0,0,0,4.5,0,2.7,0,13.9,0.2,0,0.2,0.291,2.2,-3.7,-1.5,0,2,5,0.4,1,2,0.5,1,3,0.333,0.5,10,10,1,0,0,0,1,0,1,0,1,15,5,0.333333333333333,0,0.333333333333333,0,10,0,0.333333333333333,95600
"154",24288,2017,"Archie Goodwin","SG",22,"BRK",12,0,184,18.6,0.633,0.213,0.525,4.1,11.9,8.1,20.8,1,1.6,15.7,20.7,0.4,0.1,0.5,0.131,0.3,-1.4,-1,0,34,61,0.557,4,13,0.308,30,48,0.625,0.59,23,32,0.719,7,21,28,23,4,4,14,7,95,7.91666666666667,1.91666666666667,2.33333333333333,0.333333333333333,0.333333333333333,15.3333333333333,1.16666666666667,0.583333333333333,194494
"155",24289,2017,"Aaron Gordon","SF",21,"ORL",80,72,2298,14.4,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.076,-0.2,-0.4,-0.7,0.8,393,865,0.454,77,267,0.288,316,598,0.528,0.499,156,217,0.719,116,289,405,150,64,40,89,172,1019,12.7375,1.875,5.0625,0.5,0.8,28.725,1.1125,2.15,4351320
"156",24290,2017,"Eric Gordon","SG",28,"HOU",75,15,2323,13.1,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,3.8,0.079,1,-2.4,-1.4,0.4,412,1016,0.406,246,661,0.372,166,355,0.468,0.527,147,175,0.84,29,172,201,188,48,40,121,150,1217,16.2266666666667,2.50666666666667,2.68,0.533333333333333,0.64,30.9733333333333,1.61333333333333,2,12385364
"157",24291,2017,"Marcin Gortat","C",32,"WAS",82,82,2556,15.5,0.593,0.003,0.236,10.6,26.8,18.7,6.8,0.8,2.1,13.7,14.7,3.9,2.9,6.8,0.128,-0.9,1.2,0.4,1.5,390,674,0.579,0,2,0,390,672,0.58,0.579,103,159,0.648,238,611,849,121,40,65,118,213,883,10.7682926829268,1.47560975609756,10.3536585365854,0.792682926829268,0.48780487804878,31.1707317073171,1.4390243902439,2.59756097560976,1.2e+07
"158",24292,2017,"Treveon Graham","SG",23,"CHO",27,1,189,10.6,0.612,0.375,0.375,2.9,10,6.4,4.7,1.6,0.5,6,11.8,0.3,0.2,0.4,0.108,-1.5,-1.3,-2.8,0,19,40,0.475,9,15,0.6,10,25,0.4,0.588,10,15,0.667,5,17,22,6,6,1,3,18,57,2.11111111111111,0.222222222222222,0.814814814814815,0.037037037037037,0.222222222222222,7,0.111111111111111,0.666666666666667,543471
"159",24295,2017,"Jerami Grant","SF",22,"OKC",78,4,1490,10.3,0.566,0.367,0.447,2.8,12,7.4,4.3,1.1,4,9.9,11.8,1.3,1.7,3,0.098,-2.7,1,-1.7,0.1,146,311,0.469,43,114,0.377,103,197,0.523,0.539,86,139,0.619,38,161,199,46,33,75,41,144,421,5.3974358974359,0.58974358974359,2.55128205128205,0.961538461538462,0.423076923076923,19.1025641025641,0.525641025641026,1.84615384615385,980431
"160",24296,2017,"Jerian Grant","PG",24,"CHI",63,28,1028,13.1,0.555,0.445,0.243,1.8,9.9,5.8,17.3,2.3,0.6,11.7,16,1.3,1.2,2.5,0.118,0,-0.3,-0.3,0.4,128,301,0.425,49,134,0.366,79,167,0.473,0.507,65,73,0.89,17,94,111,120,47,8,44,93,370,5.87301587301587,1.9047619047619,1.76190476190476,0.126984126984127,0.746031746031746,16.3174603174603,0.698412698412698,1.47619047619048,1643040
"161",24297,2017,"Danny Green","SG",29,"SAS",68,68,1807,10.2,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-0.3,2.7,2.4,2,176,449,0.392,118,311,0.379,58,138,0.42,0.523,27,32,0.844,31,193,224,124,71,58,76,120,497,7.30882352941176,1.82352941176471,3.29411764705882,0.852941176470588,1.04411764705882,26.5735294117647,1.11764705882353,1.76470588235294,1e+07
"162",24298,2017,"Draymond Green","PF",26,"GSW",76,76,2471,16.5,0.522,0.405,0.328,4.6,20.9,13.3,27.6,3,3.4,19.8,16.2,2.8,5.4,8.2,0.16,0.4,5,5.4,4.6,272,650,0.418,81,263,0.308,191,387,0.494,0.481,151,213,0.709,98,501,599,533,154,106,184,217,776,10.2105263157895,7.01315789473684,7.88157894736842,1.39473684210526,2.02631578947368,32.5131578947368,2.42105263157895,2.85526315789474,15330435
"163",24299,2017,"Gerald Green","SF",31,"BOS",47,0,538,12,0.524,0.478,0.177,3.6,13.9,8.8,9.8,0.8,1.1,9.1,22.7,0.1,0.4,0.6,0.051,-1.9,-2.7,-4.7,-0.4,95,232,0.409,39,111,0.351,56,121,0.463,0.494,33,41,0.805,17,68,85,33,9,7,25,48,262,5.57446808510638,0.702127659574468,1.80851063829787,0.148936170212766,0.191489361702128,11.4468085106383,0.531914893617021,1.02127659574468,1410598
"164",24300,2017,"JaMychal Green","PF",26,"MEM",77,75,2101,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.1,1.5,14.1,14.4,3.1,2.6,5.8,0.131,-0.4,1,0.6,1.4,250,500,0.5,55,145,0.379,195,355,0.549,0.555,134,167,0.802,167,377,544,84,46,34,94,248,689,8.94805194805195,1.09090909090909,7.06493506493506,0.441558441558442,0.597402597402597,27.2857142857143,1.22077922077922,3.22077922077922,980431
"165",24301,2017,"Jeff Green","PF",30,"ORL",69,11,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.7,0.022,-2.8,-1.8,-4.6,-1,220,558,0.394,53,193,0.275,167,365,0.458,0.442,145,168,0.863,39,175,214,81,37,13,75,103,638,9.2463768115942,1.17391304347826,3.10144927536232,0.188405797101449,0.536231884057971,22.231884057971,1.08695652173913,1.49275362318841,1.5e+07
"166",24302,2017,"Blake Griffin","PF",27,"LAC",61,61,2076,22.7,0.569,0.116,0.434,6.1,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4,479,971,0.493,38,113,0.336,441,858,0.514,0.513,320,421,0.76,111,385,496,300,58,23,142,157,1316,21.5737704918033,4.91803278688525,8.13114754098361,0.377049180327869,0.950819672131147,34.0327868852459,2.32786885245902,2.57377049180328,20140838
"167",24303,2017,"Justin Hamilton","C",26,"BRK",64,7,1177,13.6,0.55,0.478,0.137,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,1,1,2.1,0.084,-0.9,0.2,-0.8,0.4,174,379,0.459,55,181,0.304,119,198,0.601,0.532,39,52,0.75,71,191,262,55,29,43,43,91,442,6.90625,0.859375,4.09375,0.671875,0.453125,18.390625,0.671875,1.421875,3e+06
"168",24304,2017,"A.J. Hammons","C",24,"DAL",22,0,163,8.4,0.472,0.238,0.476,5.4,20.9,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0,-0.001,-7.5,1.9,-5.6,-0.1,17,42,0.405,5,10,0.5,12,32,0.375,0.464,9,20,0.45,8,28,36,4,1,13,10,21,48,2.18181818181818,0.181818181818182,1.63636363636364,0.590909090909091,0.0454545454545455,7.40909090909091,0.454545454545455,0.954545454545455,650000
"169",24305,2017,"Tim Hardaway","SG",24,"ATL",79,30,2154,15.2,0.568,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,415,912,0.455,149,417,0.357,266,495,0.537,0.537,164,214,0.766,35,189,224,182,55,15,106,103,1143,14.4683544303797,2.30379746835443,2.83544303797468,0.189873417721519,0.69620253164557,27.2658227848101,1.34177215189873,1.30379746835443,2281605
"170",24306,2017,"James Harden","PG",27,"HOU",81,81,2947,27.3,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2,1,19.5,34.2,11.5,3.6,15,0.245,8.7,1.5,10.1,9,674,1533,0.44,262,756,0.347,412,777,0.53,0.525,746,881,0.847,95,564,659,906,120,37,464,215,2356,29.0864197530864,11.1851851851852,8.1358024691358,0.45679012345679,1.48148148148148,36.3827160493827,5.72839506172839,2.65432098765432,26540100
"171",24307,2017,"Maurice Harkless","SF",23,"POR",77,69,2223,13.2,0.57,0.311,0.199,6.2,10.8,8.5,6,1.9,2.5,11.1,15.1,2.4,1.9,4.2,0.092,0,0.8,0.8,1.5,314,624,0.503,68,194,0.351,246,430,0.572,0.558,77,124,0.621,125,216,341,89,85,70,85,214,773,10.038961038961,1.15584415584416,4.42857142857143,0.909090909090909,1.1038961038961,28.8701298701299,1.1038961038961,2.77922077922078,8988764
"172",24309,2017,"Montrezl Harrell","C",23,"HOU",58,14,1064,19.2,0.662,0.02,0.351,8.3,14.2,11.2,9.6,0.9,3.2,9.9,17.6,3.1,1,4.1,0.183,0.8,0.2,0.9,0.8,225,345,0.652,1,7,0.143,224,338,0.663,0.654,76,121,0.628,81,138,219,64,20,42,44,126,527,9.08620689655172,1.10344827586207,3.77586206896552,0.724137931034483,0.344827586206897,18.3448275862069,0.758620689655172,2.17241379310345,1045000
"173",24310,2017,"Devin Harris","PG",33,"DAL",65,0,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4,136,341,0.399,58,177,0.328,78,164,0.476,0.484,107,129,0.829,11,116,127,136,43,7,57,101,437,6.72307692307692,2.09230769230769,1.95384615384615,0.107692307692308,0.661538461538462,16.7230769230769,0.876923076923077,1.55384615384615,4228000
"174",24311,2017,"Gary Harris","SG",22,"DEN",57,56,1782,16.5,0.611,0.4,0.21,3,8,5.5,13.6,1.9,0.3,9.8,18.4,3.9,0.7,4.6,0.124,3.1,-1.6,1.5,1.6,320,637,0.502,107,255,0.42,213,382,0.558,0.586,104,134,0.776,48,130,178,164,71,8,76,92,851,14.9298245614035,2.87719298245614,3.12280701754386,0.140350877192982,1.24561403508772,31.2631578947368,1.33333333333333,1.6140350877193,1655880
"175",24312,2017,"Joe Harris","SG",25,"BRK",52,11,1138,9,0.558,0.61,0.135,1.5,12,6.8,7.3,1.2,0.5,12.5,16.5,0.1,0.6,0.8,0.032,-1.4,-1.5,-3,-0.3,154,362,0.425,85,221,0.385,69,141,0.489,0.543,35,49,0.714,16,131,147,54,30,8,55,121,428,8.23076923076923,1.03846153846154,2.82692307692308,0.153846153846154,0.576923076923077,21.8846153846154,1.05769230769231,2.32692307692308,980431
"176",24313,2017,"Manny Harris","SG",27,"DAL",4,0,25,-2.2,0.239,0.133,0.267,13.3,29.3,20.9,12.7,0,0,10.7,35.4,-0.2,0,-0.2,-0.364,-15.1,-3.8,-18.8,-0.1,3,15,0.2,0,2,0,3,13,0.231,0.2,2,4,0.5,3,6,9,2,0,0,2,1,8,2,0.5,2.25,0,0,6.25,0.5,0.25,119494
"177",24314,2017,"Tobias Harris","PF",24,"DET",82,48,2567,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4,2.8,6.9,0.129,1.1,0.1,1.2,2.1,511,1063,0.481,109,314,0.347,402,749,0.537,0.532,190,226,0.841,63,353,416,142,60,39,95,133,1321,16.109756097561,1.73170731707317,5.07317073170732,0.475609756097561,0.731707317073171,31.3048780487805,1.15853658536585,1.6219512195122,17200000
"178",24315,2017,"Aaron Harrison","SG",22,"CHO",5,0,17,-2.2,0.102,0.5,0.5,0,19.5,9.7,22.6,0,0,0,12.9,-0.1,0,-0.1,-0.146,-9.6,-2.1,-11.6,0,0,4,0,0,2,0,0,2,0,0,1,2,0.5,0,3,3,3,0,0,0,2,1,0.2,0.6,0.6,0,0,3.4,0,0.4,375579
"179",24316,2017,"Andrew Harrison","PG",22,"MEM",72,18,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.3,16,16.4,0,1.5,1.6,0.051,-2.4,0,-2.5,-0.2,117,360,0.325,43,156,0.276,74,204,0.363,0.385,148,194,0.763,23,113,136,198,54,20,85,194,425,5.90277777777778,2.75,1.88888888888889,0.277777777777778,0.75,20.4722222222222,1.18055555555556,2.69444444444444,945000
"180",24317,2017,"Udonis Haslem","C",36,"MIA",17,0,130,8.4,0.524,0.13,0.652,6.7,24.1,15.3,6.4,1.9,0.6,21.3,12.8,0,0.2,0.2,0.069,-4.9,1.1,-3.7,-0.1,11,23,0.478,0,3,0,11,20,0.55,0.478,9,15,0.6,8,28,36,6,5,1,8,22,31,1.82352941176471,0.352941176470588,2.11764705882353,0.0588235294117647,0.294117647058824,7.64705882352941,0.470588235294118,1.29411764705882,4e+06
"181",24320,2017,"Spencer Hawes","PF",28,"MIL",19,0,171,18.6,0.62,0.441,0.305,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,0.4,0.2,0.6,0.16,1,-1,0,0.1,30,59,0.508,9,26,0.346,21,33,0.636,0.585,14,18,0.778,6,39,45,19,2,4,9,16,83,4.36842105263158,1,2.36842105263158,0.210526315789474,0.105263157894737,9,0.473684210526316,0.842105263157895,6348759
"182",24321,2017,"Gordon Hayward","SF",26,"UTA",73,73,2516,22.2,0.595,0.324,0.371,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.199,4.2,0,4.2,4,545,1156,0.471,149,374,0.398,396,782,0.506,0.536,362,429,0.844,49,344,393,252,73,20,140,117,1601,21.9315068493151,3.45205479452055,5.38356164383562,0.273972602739726,1,34.4657534246575,1.91780821917808,1.6027397260274,16073140
"183",24322,2017,"Gerald Henderson","SG",29,"PHI",72,41,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,2.1,0.059,-1.8,-1.2,-3.1,-0.5,234,553,0.423,61,173,0.353,173,380,0.455,0.478,133,165,0.806,34,151,185,112,41,15,62,129,662,9.19444444444444,1.55555555555556,2.56944444444444,0.208333333333333,0.569444444444444,23.1527777777778,0.861111111111111,1.79166666666667,9e+06
"184",24323,2017,"John Henson","C",26,"MIL",58,39,1123,15.3,0.55,0.003,0.346,9.6,20.8,15.3,7.7,1.3,6.1,13,16.6,1.1,1.6,2.7,0.115,-2.6,2.5,-0.1,0.5,159,309,0.515,0,1,0,159,308,0.516,0.515,74,107,0.692,92,203,295,57,29,78,53,151,392,6.75862068965517,0.982758620689655,5.08620689655172,1.3448275862069,0.5,19.3620689655172,0.913793103448276,2.60344827586207,12517606
"185",24324,2017,"Juan Hernangomez","PF",21,"DEN",62,9,842,13.3,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.103,-0.1,-1.2,-1.3,0.1,101,224,0.451,46,113,0.407,55,111,0.495,0.554,57,76,0.75,43,144,187,29,29,12,31,62,305,4.91935483870968,0.467741935483871,3.01612903225806,0.193548387096774,0.467741935483871,13.5806451612903,0.5,1,1987440
"186",24325,2017,"Willy Hernangomez","C",22,"NYK",72,22,1324,18.9,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.123,-0.6,0.6,0,0.7,246,465,0.529,4,15,0.267,242,450,0.538,0.533,91,125,0.728,170,332,502,96,41,36,100,150,587,8.15277777777778,1.33333333333333,6.97222222222222,0.5,0.569444444444444,18.3888888888889,1.38888888888889,2.08333333333333,1375000
"187",24326,2017,"Mario Hezonja","SF",21,"ORL",65,2,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.2,14.1,18.8,-1.4,0.7,-0.7,-0.034,-4.8,-1,-5.8,-0.9,117,330,0.355,43,144,0.299,74,186,0.398,0.42,40,50,0.8,20,126,146,62,30,14,58,74,317,4.87692307692308,0.953846153846154,2.24615384615385,0.215384615384615,0.461538461538462,14.7692307692308,0.892307692307692,1.13846153846154,3909840
"188",24332,2017,"Buddy Hield","SG",23,"SAC",25,18,727,14.9,0.6,0.466,0.145,2.6,13.6,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.8,0.053,0.8,-2.2,-1.5,0.1,142,296,0.48,59,138,0.428,83,158,0.525,0.579,35,43,0.814,16,87,103,44,20,2,53,34,378,15.12,1.76,4.12,0.08,0.8,29.08,2.12,1.36,3517200
"189",24333,2017,"Nene Hilario","C",34,"HOU",67,8,1198,18.9,0.63,0.023,0.496,8.6,16.9,12.8,8.6,2.2,2.7,13.1,19.7,2.5,1.6,4.1,0.165,-0.4,0.9,0.5,0.8,245,397,0.617,3,9,0.333,242,388,0.624,0.621,116,197,0.589,95,186,281,65,56,40,73,163,609,9.08955223880597,0.970149253731343,4.19402985074627,0.597014925373134,0.835820895522388,17.8805970149254,1.08955223880597,2.43283582089552,2898000
