"","X","Year","Player","Pos","Age","Tm","G","GS","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PPG","APG","RPG","BPG","SPG","MPG","TOPG","PFPG","Salary.in.."
"190",24334,2017,"George Hill","PG",30,"UTA",49,49,1544,19.3,0.599,0.384,0.323,1.8,10.5,6.2,22.6,1.7,0.6,10.9,23.5,4,1.9,5.9,0.182,3.8,-0.3,3.6,2.2,289,606,0.477,94,233,0.403,195,373,0.523,0.554,157,196,0.801,23,144,167,203,50,11,85,114,829,16.9183673469388,4.14285714285714,3.40816326530612,0.224489795918367,1.02040816326531,31.5102040816327,1.73469387755102,2.3265306122449,8e+06
"191",24335,2017,"Jordan Hill","C",29,"MIN",7,0,47,5.5,0.432,0,0.154,19.6,15.1,17.4,0,1.1,0,22.4,16.8,-0.1,0,0,-0.033,-6.7,-6.2,-12.9,-0.1,5,13,0.385,0,0,0,5,13,0.385,0.385,2,2,1,8,6,14,0,1,0,4,9,12,1.71428571428571,0,2,0,0.142857142857143,6.71428571428571,0.571428571428571,1.28571428571429,3911380
"192",24336,2017,"Solomon Hill","SF",25,"NOP",80,71,2374,8,0.528,0.566,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-1.8,1.5,-0.3,1,183,477,0.384,94,270,0.348,89,207,0.43,0.482,103,128,0.805,51,256,307,141,71,32,82,182,563,7.0375,1.7625,3.8375,0.4,0.8875,29.675,1.025,2.275,11241218
"193",24337,2017,"Darrun Hilliard","SG",23,"DET",39,1,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027,-5,-1.1,-6.1,-0.4,47,126,0.373,12,46,0.261,35,80,0.438,0.421,21,28,0.75,2,31,33,33,11,2,28,39,127,3.25641025641026,0.846153846153846,0.846153846153846,0.0512820512820513,0.282051282051282,9.76923076923077,0.717948717948718,1,874636
"194",24338,2017,"Jrue Holiday","PG",26,"NOP",67,61,2190,17.1,0.532,0.314,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.2,2.6,3.8,0.084,1.2,0.5,1.7,2,405,894,0.453,100,281,0.356,305,613,0.498,0.509,119,168,0.708,46,218,264,488,100,43,194,133,1029,15.3582089552239,7.28358208955224,3.94029850746269,0.641791044776119,1.49253731343284,32.6865671641791,2.8955223880597,1.98507462686567,11286518
"195",24339,2017,"Justin Holiday","SG",27,"NYK",82,4,1639,12.7,0.549,0.507,0.149,1.8,13.1,7.4,9.2,2,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4,233,538,0.433,97,273,0.355,136,265,0.513,0.523,66,80,0.825,27,198,225,102,65,31,66,109,629,7.67073170731707,1.24390243902439,2.74390243902439,0.378048780487805,0.792682926829268,19.9878048780488,0.804878048780488,1.32926829268293,1015696
"196",24340,2017,"Rondae Hollis-Jefferson","SF",22,"BRK",78,50,1761,13.7,0.517,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.9,1.9,-1,0.4,235,542,0.434,15,67,0.224,220,475,0.463,0.447,190,253,0.751,96,356,452,154,82,44,116,177,675,8.65384615384615,1.97435897435897,5.79487179487179,0.564102564102564,1.05128205128205,22.5769230769231,1.48717948717949,2.26923076923077,1395600
"197",24341,2017,"Richaun Holmes","C",23,"PHI",57,17,1193,18.6,0.611,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.7,0.151,0.2,1.5,1.7,1.1,230,412,0.558,27,77,0.351,203,335,0.606,0.591,72,103,0.699,94,217,311,58,42,55,55,136,559,9.80701754385965,1.01754385964912,5.45614035087719,0.964912280701754,0.736842105263158,20.9298245614035,0.964912280701754,2.3859649122807,1025831
"198",24342,2017,"Rodney Hood","SG",24,"UTA",59,55,1593,12.4,0.522,0.461,0.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3,272,666,0.408,114,307,0.371,158,359,0.44,0.494,90,115,0.783,16,186,202,96,38,11,65,132,748,12.6779661016949,1.6271186440678,3.42372881355932,0.186440677966102,0.644067796610169,27,1.10169491525424,2.23728813559322,1406520
"199",24343,2017,"Al Horford","C",30,"BOS",68,68,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.3,11.9,19.8,3.6,2.7,6.3,0.137,1,2.1,3.1,2.8,379,801,0.473,86,242,0.355,293,559,0.524,0.527,108,135,0.8,95,369,464,337,52,87,116,138,952,14,4.95588235294118,6.82352941176471,1.27941176470588,0.764705882352941,32.25,1.70588235294118,2.02941176470588,26540100
"200",24345,2017,"Dwight Howard","C",31,"ATL",74,74,2199,20.8,0.627,0.003,0.692,15,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.181,-0.5,2.8,2.3,2.4,388,613,0.633,0,2,0,388,611,0.635,0.633,226,424,0.533,296,644,940,104,64,92,170,203,1002,13.5405405405405,1.40540540540541,12.7027027027027,1.24324324324324,0.864864864864865,29.7162162162162,2.2972972972973,2.74324324324324,23180275
"201",24347,2017,"Josh Huestis","PF",25,"OKC",2,0,31,26.1,0.612,0.364,0.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.2,0.265,3.9,1.8,5.7,0.1,6,11,0.545,2,4,0.5,4,7,0.571,0.636,0,1,0,4,5,9,3,0,3,0,0,14,7,1.5,4.5,1.5,0,15.5,0,0,1191480
"202",24348,2017,"Kris Humphries","PF",31,"ATL",56,4,689,13.6,0.514,0.252,0.383,9.7,23,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-3,0.3,-2.7,-0.1,87,214,0.407,19,54,0.352,68,160,0.425,0.451,64,82,0.78,60,146,206,29,15,21,28,69,257,4.58928571428571,0.517857142857143,3.67857142857143,0.375,0.267857142857143,12.3035714285714,0.5,1.23214285714286,4e+06
"203",24352,2017,"Serge Ibaka","PF",27,"TOR",23,23,712,13.8,0.556,0.369,0.122,4.6,20.1,12.4,3.3,0.5,4,11.7,20.9,0.4,0.8,1.3,0.085,-1.5,-0.5,-2.1,0,128,279,0.459,41,103,0.398,87,176,0.494,0.532,30,34,0.882,29,127,156,15,7,33,39,76,327,14.2173913043478,0.652173913043478,6.78260869565217,1.43478260869565,0.304347826086957,30.9565217391304,1.69565217391304,3.30434782608696,12250000
"204",24353,2017,"Andre Iguodala","SF",33,"GSW",76,0,1998,14.4,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.167,1.3,1.7,3,2.5,219,415,0.528,64,177,0.362,155,238,0.651,0.605,72,102,0.706,51,253,304,262,76,39,58,97,574,7.55263157894737,3.44736842105263,4,0.513157894736842,1,26.2894736842105,0.763157894736842,1.27631578947368,11131368
"205",24357,2017,"Ersan Ilyasova","PF",29,"ATL",26,12,633,13.5,0.53,0.407,0.288,7.4,18.7,13.1,10.6,1.7,1.1,11.8,19.9,0.5,0.9,1.4,0.106,-0.6,0.5,-0.2,0.3,93,226,0.412,32,92,0.348,61,134,0.455,0.482,52,65,0.8,42,109,151,43,22,8,34,73,270,10.3846153846154,1.65384615384615,5.80769230769231,0.307692307692308,0.846153846153846,24.3461538461538,1.30769230769231,2.80769230769231,8400000
"206",24358,2017,"Joe Ingles","SF",29,"UTA",82,26,1972,12.4,0.604,0.619,0.151,1.4,13.5,7.6,17.1,2.6,0.3,18.2,13.9,2,3,5,0.122,0.9,1.8,2.7,2.3,204,451,0.452,123,279,0.441,81,172,0.471,0.589,50,68,0.735,23,237,260,224,96,8,107,163,581,7.08536585365854,2.73170731707317,3.17073170731707,0.0975609756097561,1.17073170731707,24.0487804878049,1.30487804878049,1.98780487804878,2250000
"207",24359,2017,"Brandon Ingram","SF",19,"LAL",79,40,2279,8.5,0.474,0.273,0.312,2.8,12.8,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3.1,-0.7,-3.8,-1.1,276,686,0.402,55,187,0.294,221,499,0.443,0.442,133,214,0.621,60,257,317,166,50,36,116,158,740,9.36708860759494,2.10126582278481,4.0126582278481,0.455696202531646,0.632911392405063,28.8481012658228,1.46835443037975,2,5281680
"208",24360,2017,"Kyrie Irving","PG",24,"CLE",72,72,2525,23,0.58,0.311,0.231,2.3,7.5,5,29.7,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.8,-2.3,2.5,2.9,671,1420,0.473,177,441,0.401,494,979,0.505,0.535,297,328,0.905,52,178,230,418,83,25,180,157,1816,25.2222222222222,5.80555555555556,3.19444444444444,0.347222222222222,1.15277777777778,35.0694444444444,2.5,2.18055555555556,17638063
"209",24361,2017,"Jarrett Jack","PG",33,"NOP",2,0,33,7.7,0.773,0.333,0.667,0,0,0,20.3,3,0,43.6,9.2,0,0,0,0.06,-5.3,-4.1,-9.3,-0.1,2,3,0.667,0,1,0,2,2,1,0.667,2,2,1,0,0,0,5,2,0,3,4,6,3,2.5,0,0,1,16.5,1.5,2,91274
"210",24362,2017,"Demetrius Jackson","PG",22,"BOS",5,0,17,30.8,0.753,0.25,1.5,13.2,13,13.1,28.2,0,0,0,17.3,0.1,0,0.1,0.386,9.2,-2.8,6.4,0,3,4,0.75,1,1,1,2,3,0.667,0.875,3,6,0.5,2,2,4,3,0,0,0,0,10,2,0.6,0.8,0,0,3.4,0,0,1450000
"211",24363,2017,"Pierre Jackson","PG",25,"DAL",8,1,84,13,0.416,0.282,0.179,1.3,11.6,6.2,38,1.2,0,6.7,25.3,0,0.1,0,0.021,-1.7,-2.8,-4.4,-0.1,13,39,0.333,3,11,0.273,10,28,0.357,0.372,6,7,0.857,1,8,9,19,2,0,3,5,35,4.375,2.375,1.125,0,0.25,10.5,0.375,0.625,105498
"212",24364,2017,"Reggie Jackson","PG",26,"DET",52,50,1424,14.9,0.51,0.272,0.201,1.6,7.3,4.3,30.3,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.6,-2.1,-1.4,0.2,284,677,0.419,66,184,0.359,218,493,0.442,0.468,118,136,0.868,21,92,113,270,35,5,114,129,752,14.4615384615385,5.19230769230769,2.17307692307692,0.0961538461538462,0.673076923076923,27.3846153846154,2.19230769230769,2.48076923076923,14956522
"213",24365,2017,"LeBron James","SF",32,"CLE",74,74,2794,27,0.619,0.254,0.395,4,20.7,12.6,41.3,1.6,1.3,16.1,30,9.8,3,12.9,0.221,6.8,1.6,8.4,7.3,736,1344,0.548,124,342,0.363,612,1002,0.611,0.594,358,531,0.674,97,543,640,646,92,44,303,134,1954,26.4054054054054,8.72972972972973,8.64864864864865,0.594594594594595,1.24324324324324,37.7567567567568,4.09459459459459,1.81081081081081,30963450
"214",24366,2017,"Al Jefferson","C",32,"IND",66,1,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-1.5,-1.5,-3.1,-0.3,235,471,0.499,0,1,0,235,470,0.5,0.499,65,85,0.765,75,203,278,57,19,16,33,125,535,8.10606060606061,0.863636363636364,4.21212121212121,0.242424242424242,0.287878787878788,14.1060606060606,0.5,1.89393939393939,10230179
"215",24367,2017,"Richard Jefferson","SF",36,"CLE",79,13,1614,8.2,0.574,0.542,0.315,2,11.5,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-1.3,-1,-2.4,-0.1,153,343,0.446,62,186,0.333,91,157,0.58,0.536,80,108,0.741,28,174,202,78,26,10,52,153,448,5.67088607594937,0.987341772151899,2.55696202531646,0.126582278481013,0.329113924050633,20.4303797468354,0.658227848101266,1.93670886075949,2500000
"216",24368,2017,"John Jenkins","SG",25,"PHO",4,0,13,17.3,0.595,0.4,0.4,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0,0.167,1.4,-5.5,-4.1,0,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,2,1,0,1,1,1,0,0,0,0,7,1.75,0.25,0.25,0,0,3.25,0,0,469841
"217",24370,2017,"Brandon Jennings","PG",27,"NYK",58,11,1428,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.3,17.8,18.1,0.8,0.7,1.5,0.052,-0.3,-2.2,-2.5,-0.2,163,429,0.38,68,200,0.34,95,229,0.415,0.459,102,135,0.756,21,131,152,287,55,5,106,84,496,8.55172413793103,4.94827586206897,2.62068965517241,0.0862068965517241,0.948275862068966,24.6206896551724,1.82758620689655,1.44827586206897,4837318
"218",24371,2017,"Brandon Jennings","PG",27,"WAS",23,2,374,9.7,0.357,0.491,0.16,2.4,10.8,6.6,37.2,2,0,16.2,15.8,-0.1,0.3,0.2,0.025,-2.6,-2.1,-4.7,-0.3,29,106,0.274,11,52,0.212,18,54,0.333,0.325,12,17,0.706,8,36,44,108,15,0,22,32,81,3.52173913043478,4.69565217391304,1.91304347826087,0,0.652173913043478,16.2608695652174,0.956521739130435,1.39130434782609,1200000
"219",24372,2017,"Jonas Jerebko","PF",29,"BOS",78,6,1232,9.3,0.537,0.496,0.141,5.5,19.1,12.3,8.1,1,1.1,12.3,11.4,0.8,1.3,2.1,0.081,-2.4,0.3,-2.1,0,114,262,0.435,45,130,0.346,69,132,0.523,0.521,26,37,0.703,60,213,273,71,26,17,39,122,299,3.83333333333333,0.91025641025641,3.5,0.217948717948718,0.333333333333333,15.7948717948718,0.5,1.56410256410256,5e+06
"220",24373,2017,"Amir Johnson","PF",29,"BOS",80,77,1608,15,0.628,0.178,0.27,8.2,17,12.6,13,1.6,3.2,15.7,13.6,2.9,2.1,5,0.149,-0.2,2.4,2.2,1.7,213,370,0.576,27,66,0.409,186,304,0.612,0.612,67,100,0.67,117,248,365,140,52,62,77,211,520,6.5,1.75,4.5625,0.775,0.65,20.1,0.9625,2.6375,1.2e+07
"221",24375,2017,"James Johnson","PF",29,"MIA",76,5,2085,17,0.564,0.333,0.28,3.5,16.6,9.9,20.9,1.8,3.2,16.5,22,1.9,3.2,5.1,0.117,0.5,2.2,2.7,2.5,368,769,0.479,87,256,0.34,281,513,0.548,0.535,152,215,0.707,66,309,375,276,76,86,171,197,975,12.8289473684211,3.63157894736842,4.93421052631579,1.13157894736842,1,27.4342105263158,2.25,2.59210526315789,4e+06
"222",24376,2017,"Joe Johnson","SF",35,"UTA",78,14,1843,12.8,0.542,0.412,0.123,2.1,12.7,7.6,12.6,1,0.8,9.5,18.5,1.7,2.1,3.8,0.099,-0.1,-0.1,-0.2,0.8,273,626,0.436,106,258,0.411,167,368,0.454,0.521,63,77,0.818,33,209,242,144,36,18,69,93,715,9.16666666666667,1.84615384615385,3.1025641025641,0.230769230769231,0.461538461538462,23.6282051282051,0.884615384615385,1.19230769230769,1.1e+07
"223",24377,2017,"Stanley Johnson","SF",20,"DET",77,1,1371,7.2,0.436,0.422,0.145,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-3.8,1.8,-2,0,129,365,0.353,45,154,0.292,84,211,0.398,0.415,36,53,0.679,36,153,189,105,56,24,71,121,339,4.4025974025974,1.36363636363636,2.45454545454545,0.311688311688312,0.727272727272727,17.8051948051948,0.922077922077922,1.57142857142857,2969880
"224",24378,2017,"Tyler Johnson","PG",24,"MIA",73,0,2178,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,5.8,0.128,0.7,0.7,1.5,1.9,357,824,0.433,93,250,0.372,264,574,0.46,0.49,195,254,0.768,50,243,293,233,84,44,90,176,1002,13.7260273972603,3.19178082191781,4.01369863013699,0.602739726027397,1.15068493150685,29.8356164383562,1.23287671232877,2.41095890410959,5628000
"225",24379,2017,"Wesley Johnson","SF",29,"LAC",68,3,810,8.4,0.448,0.59,0.085,3.7,20.8,12.5,3.9,1.8,3,8,12.5,-0.3,1.2,0.9,0.051,-3.4,1.6,-1.8,0,73,200,0.365,29,118,0.246,44,82,0.537,0.438,11,17,0.647,26,155,181,23,29,30,18,83,186,2.73529411764706,0.338235294117647,2.66176470588235,0.441176470588235,0.426470588235294,11.9117647058824,0.264705882352941,1.22058823529412,5628000
"226",24380,2017,"Nikola Jokic","C",21,"DEN",73,59,2038,26.4,0.64,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2,9.7,0.229,6.2,2.2,8.3,5.3,494,854,0.578,45,139,0.324,449,715,0.628,0.605,188,228,0.825,212,506,718,359,61,56,171,214,1221,16.7260273972603,4.91780821917808,9.83561643835616,0.767123287671233,0.835616438356164,27.9178082191781,2.34246575342466,2.93150684931507,1358500
"227",24381,2017,"Dahntay Jones","SF",36,"CLE",1,0,12,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0,0,9.3,39.9,0,0,0,-0.03,-3.8,-7.1,-10.9,0,3,8,0.375,0,2,0,3,6,0.5,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9,9,1,2,0,0,12,1,1,24022
"228",24382,2017,"Damian Jones","C",21,"GSW",10,0,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018,-7.5,-2.1,-9.6,-0.2,8,16,0.5,0,0,0,8,16,0.5,0.5,3,10,0.3,9,14,23,0,1,4,6,15,19,1.9,0,2.3,0.4,0.1,8.5,0.6,1.5,1171560
"229",24383,2017,"Derrick Jones","SF",19,"PHO",32,8,545,12,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.5,-1.1,0.1,68,121,0.562,3,11,0.273,65,110,0.591,0.574,29,41,0.707,39,40,79,12,14,13,13,63,168,5.25,0.375,2.46875,0.40625,0.4375,17.03125,0.40625,1.96875,543471
"230",24384,2017,"James Jones","SF",36,"CLE",48,2,381,11.3,0.655,0.717,0.217,0.9,9.8,5.5,5.2,0.9,2.1,9,13,0.6,0.2,0.8,0.104,0,-1.5,-1.5,0,44,92,0.478,31,66,0.47,13,26,0.5,0.647,13,20,0.65,3,35,38,14,7,10,10,37,132,2.75,0.291666666666667,0.791666666666667,0.208333333333333,0.145833333333333,7.9375,0.208333333333333,0.770833333333333,1551659
"231",24386,2017,"Terrence Jones","PF",25,"NOP",51,12,1264,16.2,0.519,0.154,0.348,5.4,20,12.6,7.4,1.5,3.4,7.9,21.4,0.5,1.8,2.3,0.089,-2.6,1.3,-1.3,0.2,231,488,0.473,19,75,0.253,212,413,0.513,0.493,103,170,0.606,65,238,303,58,39,53,48,67,584,11.4509803921569,1.13725490196078,5.94117647058824,1.03921568627451,0.764705882352941,24.7843137254902,0.941176470588235,1.31372549019608,1050961
"232",24388,2017,"Tyus Jones","PG",20,"MIN",60,0,774,13.8,0.523,0.403,0.238,1.5,8.7,5,28,3.1,0.6,16,13.6,1,0.6,1.5,0.095,-0.4,-1.5,-1.9,0,75,181,0.414,26,73,0.356,49,108,0.454,0.486,33,43,0.767,10,57,67,156,47,5,38,50,209,3.48333333333333,2.6,1.11666666666667,0.0833333333333333,0.783333333333333,12.9,0.633333333333333,0.833333333333333,1339680
"233",24389,2017,"DeAndre Jordan","C",28,"LAC",81,81,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.2,15.3,7.2,4.6,11.8,0.22,1,3,4,3.9,412,577,0.714,0,2,0,412,575,0.717,0.714,205,425,0.482,297,817,1114,96,52,135,116,212,1029,12.7037037037037,1.18518518518519,13.7530864197531,1.66666666666667,0.641975308641975,31.7283950617284,1.4320987654321,2.61728395061728,21165675
"234",24390,2017,"Cory Joseph","SG",25,"TOR",80,22,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.082,-0.4,-0.4,-0.8,0.6,299,661,0.452,48,135,0.356,251,526,0.477,0.489,94,122,0.77,51,184,235,265,66,13,108,140,740,9.25,3.3125,2.9375,0.1625,0.825,25.0375,1.35,1.75,7330000
"235",24391,2017,"Frank Kaminsky","C",23,"CHO",75,16,1954,13,0.502,0.441,0.195,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,2.3,0.056,-0.8,-0.7,-1.5,0.2,320,802,0.399,116,354,0.328,204,448,0.455,0.471,118,156,0.756,57,279,336,162,47,34,76,139,874,11.6533333333333,2.16,4.48,0.453333333333333,0.626666666666667,26.0533333333333,1.01333333333333,1.85333333333333,2730000
"236",24392,2017,"Enes Kanter","C",24,"OKC",72,0,1533,23.7,0.599,0.052,0.387,14.1,20.8,17.4,7.9,1,2,12.5,27.3,4,1.8,5.8,0.183,0.6,-1.9,-1.2,0.3,402,737,0.545,5,38,0.132,397,699,0.568,0.549,224,285,0.786,195,287,482,67,32,38,123,154,1033,14.3472222222222,0.930555555555556,6.69444444444444,0.527777777777778,0.444444444444444,21.2916666666667,1.70833333333333,2.13888888888889,17145838
"237",24393,2017,"Ryan Kelly","PF",25,"ATL",16,0,110,7.8,0.408,0.357,0.214,1,16.7,9,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-6.2,2.3,-3.9,-0.1,8,28,0.286,4,10,0.4,4,18,0.222,0.357,5,6,0.833,1,17,18,8,4,5,4,5,25,1.5625,0.5,1.125,0.3125,0.25,6.875,0.25,0.3125,418228
"238",24394,2017,"Michael Kidd-Gilchrist","SF",23,"CHO",81,81,2349,14.3,0.528,0.015,0.314,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.119,-2,2.2,0.2,1.3,295,618,0.477,1,9,0.111,294,609,0.483,0.478,152,194,0.784,156,409,565,114,81,77,56,187,743,9.17283950617284,1.40740740740741,6.97530864197531,0.950617283950617,1,29,0.691358024691358,2.30864197530864,1.3e+07
"239",24395,2017,"Sean Kilpatrick","SG",27,"BRK",70,24,1754,13.1,0.546,0.419,0.329,1.3,15.4,8.4,14.6,1.2,0.3,13.9,23.9,0.3,1.1,1.4,0.039,-1.2,-1.8,-3,-0.4,305,735,0.415,105,308,0.341,200,427,0.468,0.486,204,242,0.843,22,258,280,157,46,6,136,118,919,13.1285714285714,2.24285714285714,4,0.0857142857142857,0.657142857142857,25.0571428571429,1.94285714285714,1.68571428571429,980431
"240",24396,2017,"Brandon Knight","SG",25,"PHO",54,5,1140,12.3,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,13.1,25,0.1,0.2,0.3,0.013,-1.5,-3,-4.5,-0.7,209,525,0.398,45,139,0.324,164,386,0.425,0.441,132,154,0.857,25,93,118,130,27,5,89,87,595,11.0185185185185,2.40740740740741,2.18518518518519,0.0925925925925926,0.5,21.1111111111111,1.64814814814815,1.61111111111111,12606250
"241",24399,2017,"Kyle Korver","SG",35,"CLE",35,1,859,13.5,0.677,0.743,0.056,0.9,11.2,6.2,6.1,0.6,0.8,9.5,15.8,1.6,0.4,2,0.114,2.2,-2.2,0,0.4,131,269,0.487,97,200,0.485,34,69,0.493,0.667,14,15,0.933,7,90,97,35,11,8,29,60,373,10.6571428571429,1,2.77142857142857,0.228571428571429,0.314285714285714,24.5428571428571,0.828571428571429,1.71428571428571,5239437
"242",24400,2017,"Kosta Koufos","C",27,"SAC",71,62,1419,13.8,0.56,0.003,0.158,9.7,22.9,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.089,-2.6,0.7,-1.9,0,216,392,0.551,0,1,0,216,391,0.552,0.551,38,62,0.613,118,285,403,47,36,48,61,172,470,6.61971830985915,0.661971830985915,5.67605633802817,0.676056338028169,0.507042253521127,19.9859154929577,0.859154929577465,2.42253521126761,8046500
"243",24401,2017,"Mindaugas Kuzminskas","SF",27,"NYK",68,5,1016,12.4,0.533,0.455,0.184,5,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2,158,369,0.428,54,168,0.321,104,201,0.517,0.501,55,68,0.809,47,79,126,69,29,11,51,79,425,6.25,1.01470588235294,1.85294117647059,0.161764705882353,0.426470588235294,14.9411764705882,0.75,1.16176470588235,2898000
"244",24402,2017,"Skal Labissiere","PF",20,"SAC",33,12,612,16.8,0.577,0.037,0.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1,117,218,0.537,3,8,0.375,114,210,0.543,0.544,52,74,0.703,51,111,162,27,16,13,37,64,289,8.75757575757576,0.818181818181818,4.90909090909091,0.393939393939394,0.484848484848485,18.5454545454545,1.12121212121212,1.93939393939394,1188840
"245",24403,2017,"Jeremy Lamb","SG",24,"CHO",62,5,1143,17,0.55,0.297,0.263,2.9,22.7,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,-0.8,-0.8,-1.7,0.1,226,491,0.46,41,146,0.281,185,345,0.536,0.502,110,129,0.853,30,234,264,75,27,23,40,98,603,9.7258064516129,1.20967741935484,4.25806451612903,0.370967741935484,0.435483870967742,18.4354838709677,0.645161290322581,1.58064516129032,6511628
"246",24404,2017,"Nicolas Laprovittola","PG",27,"SAS",18,3,174,8.4,0.579,0.574,0.191,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,0,0.2,0.2,0.044,-2.5,-2.4,-4.9,-0.1,20,47,0.426,10,27,0.37,10,20,0.5,0.532,9,9,1,1,9,10,28,4,1,19,19,59,3.27777777777778,1.55555555555556,0.555555555555556,0.0555555555555556,0.222222222222222,9.66666666666667,1.05555555555556,1.05555555555556,210995
"247",24407,2017,"Joffrey Lauvergne","C",25,"CHI",20,1,241,11.6,0.451,0.217,0.163,9.3,21.2,15.2,12.2,1.5,0,14,20.8,-0.2,0.3,0.1,0.025,-3.5,-0.6,-4.1,-0.1,37,92,0.402,6,20,0.3,31,72,0.431,0.435,9,15,0.6,21,47,68,19,7,0,16,12,89,4.45,0.95,3.4,0,0.35,12.05,0.8,0.6,1709720
"248",24408,2017,"Zach LaVine","SG",21,"MIN",47,47,1749,14.6,0.576,0.437,0.197,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.5,0.4,3,0.082,2.1,-2.4,-0.3,0.8,326,710,0.459,120,310,0.387,206,400,0.515,0.544,117,140,0.836,18,141,159,139,41,10,85,104,889,18.9148936170213,2.95744680851064,3.38297872340426,0.212765957446809,0.872340425531915,37.2127659574468,1.80851063829787,2.21276595744681,2240880
"249",24409,2017,"Ty Lawson","PG",29,"SAC",69,24,1732,15.4,0.551,0.226,0.416,3,8.9,6,30,2.2,0.3,17.3,19.5,2.2,1,3.2,0.088,0.2,-1.5,-1.3,0.3,237,522,0.454,34,118,0.288,203,404,0.502,0.487,173,217,0.797,44,135,179,335,74,6,129,119,681,9.8695652173913,4.85507246376812,2.59420289855072,0.0869565217391304,1.07246376811594,25.1014492753623,1.8695652173913,1.72463768115942,1315448
"250",24410,2017,"Jake Layman","SF",22,"POR",35,1,249,4.9,0.404,0.573,0.191,2.7,8,5.3,6.2,1.8,1,10.2,19,-0.4,0.1,-0.3,-0.054,-4.7,-2.7,-7.4,-0.3,26,89,0.292,13,51,0.255,13,38,0.342,0.365,13,17,0.765,6,18,24,11,9,3,11,22,78,2.22857142857143,0.314285714285714,0.685714285714286,0.0857142857142857,0.257142857142857,7.11428571428571,0.314285714285714,0.628571428571429,6e+05
